world_rank_grade,university_name,country,teaching_score,international_score,research_score,citations_score,total_score,num_students,student_staff_ratio,international_students,female_male_ratio,year
2,École Polytechnique Fédérale de Lausanne,Switzerland,54.7,98.8,56.9,95,81.9,9666,10.5,54,27,2015
2,University of Edinburgh,UK,58.9,84.3,62.9,88.3,81.7,25774,14.1,36,46,2015
2,"University of California, Santa Barbara",USA,49.4,64.3,61.4,99.2,81.5,22020,27.3,11,40,2015
2,New York University,USA,68.3,41.2,62.4,89.5,81.3,42056,6.8,19,43,2015
2,McGill University,Canada,63.3,79,69.9,76,81.1,31326,13.7,23,44,2015
2,King’s College London,UK,55.6,87,62.3,88.3,80.9,21394,11.4,37,49,2015
2,"University of California, San Diego",USA,52,37,66.6,96.4,80.7,27233,6.5,11,27,2015
2,Washington University in St Louis,USA,57.6,46.5,55.2,97.1,80.5,12528,5.7,17,34,2015
2,University of Hong Kong,HongKong,62.1,81.9,72.6,65.1,80.3,19835,17.6,38,41,2015
2,Karolinska Institute,Sweden,57.1,60.6,68,76.8,80.1,7774,11.5,22,56,2015
2,Australian National University,Australia,53.7,91.3,70.9,71.1,79.9,14604,19.2,35,40,2015
2,University of Minnesota,USA,59.9,33.8,64.7,82.9,79.7,46825,18,13,40,2015
2,University of North Carolina at Chapel Hill,USA,57.9,35.3,58.6,91,79.5,26518,7.3,8,46,2015
2,Peking University,China,70,53.7,61.9,63.7,79.3,40148,8.3,14,34,2015
2,Tsinghua University,China,64.1,44.6,68.3,65,79.1,39763,13.7,10,32,2015
2,Seoul National University,SouthKorea,75.5,30.3,77.1,48.7,78.9,26389,13.9,10,34,2015
3,Hong Kong University of Science and Technology,HongKong,51.8,77.8,66.8,72.9,78.7,11385,23.8,36,34,2015
3,Korea Advanced Institute of Science and Technology (KAIST),SouthKorea,63.5,34.9,63.2,71.4,78.5,9027,10,9,22,2015
3,University of Manchester,UK,58.1,82,58.7,74.3,78.3,34938,15.3,34,40,2015
3,Brown University,USA,55.5,37,54.2,92,78.1,8653,10.1,19,34,2015
3,KU Leuven,Belgium,53,62.3,63.6,71.8,77.9,42503,41.9,18,42,2015
3,"University of California, Davis",USA,54.4,52.9,59.7,80.4,77.7,35364,13.9,13,42,2015
3,Boston University,USA,56.4,47.8,46.7,94.4,77.5,24789,8.6,17,46,2015
3,Pennsylvania State University,USA,54.6,37.4,64.8,76,77.3,44501,12.4,12,25,2015
3,Kyoto University,Japan,70.4,29,68.4,57,77.1,22809,5.6,7,34,2015
3,University of Sydney,Australia,52.8,83.6,60.8,69,76.9,41868,20.2,28,45,2015
3,Nanyang Technological University,Singapore,43.9,92.5,55.9,75.9,76.7,25028,16.2,33,27,2015
3,École Polytechnique,France,50.5,94.5,47.1,79.9,76.5,2429,4.8,30,22,2015
3,Scuola Normale Superiore di Pisa,Italy,48.2,50.1,46,96.4,76.3,462,16.5,5,28,2015
3,Leiden University,Netherlands,45,59.5,58.2,82.3,76.1,21222,17.1,10,47,2015
3,The University of Queensland,Australia,45.8,80.4,58.4,74.2,75.9,34718,32.7,27,41,2015
3,Pohang University of Science and Technology,SouthKorea,52.7,36,49.3,84.4,75.7,3055,10.1,4,22,2015
3,University of Göttingen,Germany,46.9,53.9,48,92.3,75.5,25581,25.6,12,39,2015
3,Ohio State University,USA,54,51.5,51.1,80.4,75.3,51462,13.4,12,35,2015
3,Rice University,USA,41.7,70.8,37.1,99.9,75.1,6333,9,26,23,2015
3,Heidelberg University,Germany,52.6,63.1,45.4,81.4,74.9,28881,24.5,17,43,2015
3,Delft University of Technology,Netherlands,55.5,77.9,71.4,42.6,74.7,15920,19.4,25,26,2015
3,Erasmus University Rotterdam,Netherlands,39.8,66.2,53.7,82.3,74.5,20580,18.9,18,27,2015
3,Wageningen University and Research Center,Netherlands,44.3,78.7,46.8,77.5,74.3,9248,17,21,44,2015
3,University of Bristol,UK,43.7,76.6,44.7,85.1,74.1,17906,14,25,41,2015
3,University of Basel,Switzerland,41.2,91.2,41.1,81.4,73.9,12551,17.3,24,42,2015
4,University of Southern California,USA,55.2,42.7,44.6,81.3,73.7,36534,12.9,20,40,2015
4,University of Amsterdam,Netherlands,42,60.5,55.4,76.6,73.5,24570,14.4,11,41,2015
4,École Normale Supérieure,France,48.7,81.9,36.2,84.8,73.3,2400,7.9,20,25,2015
4,Utrecht University,Netherlands,38.2,52.9,54.8,80,73.1,30779,15.4,7,47,2015
4,Humboldt University of Berlin,Germany,51.9,55.7,52.6,71.9,72.9,29987,52.5,16,34,2015
4,Free University of Berlin,Germany,49.4,56.6,58,67.6,72.7,33062,39.3,20,46,2015
4,Michigan State University,USA,51.1,55,49.4,74,72.5,44750,15.7,15,39,2015
4,Durham University,UK,37.2,80.4,40.7,88.9,72.3,15489,15.7,24,42,2015
4,Monash University,Australia,43.7,79.6,54.4,65.7,72.1,50882,40.5,36,44,2015
4,East Technical University,Taiwan,45.5,38.7,36.9,92,71.9,25779,22.2,7,23,2015
4,University of Arizona,USA,44.9,38.8,51.4,74,71.7,36429,12.7,8,40,2015
4,University of Notre Dame,USA,43.3,51.4,38.5,90,71.5,11829,13.8,10,23,2015
4,Tufts University,USA,43.6,51.1,33.9,92.9,71.3,10410,10,14,42,2015
4,"University of California, Irvine",USA,39.5,56.1,41.7,89.5,71.1,26614,16.1,16,40,2015
4,Ghent University,Belgium,42.5,49.1,51.6,73.8,70.9,32166,34.1,9,45,2015
4,University of Massachusetts,USA,44.8,40.3,49.1,78.7,70.7,56959,13,11,35,2015
4,University of Pittsburgh,USA,45.2,32.2,46.3,84.4,70.5,26485,5.8,10,39,2015
4,Emory University,USA,49,42.9,32.4,89.5,70.3,12338,4.5,18,44,2015
4,McMaster University,Canada,38.1,69.4,43.2,78.8,70.1,23823,19.3,15,41,2015
4,University of Glasgow,UK,37,78.8,40.5,83.7,69.9,22616,16,29,45,2015
4,Vanderbilt University,USA,46,28.3,38.2,87.7,69.7,12161,3.6,10,40,2015
4,University of Colorado Boulder,USA,35,39.1,38.3,97.4,69.5,29325,16.1,8,24,2015
4,Stockholm University,Sweden,30.1,53.2,45,90.9,69.3,31715,23.7,8,50,2015
4,Technical University of Munich,Germany,45.6,64,37.4,78.8,69.1,35565,31.5,20,33,2015
4,Uppsala University,Sweden,40.2,57.5,53,70.9,68.9,25266,18.2,12,45,2015
5,Maastricht University,Netherlands,32.4,89.7,48.1,70.1,68.7,15626,18.9,48,44,2015
5,Purdue University,USA,47.8,64.3,50.5,62.2,68.5,39256,18.1,22,22,2015
5,Pierre and Marie Curie University,France,47.3,64.7,30,83.3,68.3,27862,8.7,18,27,2015
5,University of Helsinki,Finland,37.5,49.7,48.1,79,68.1,23505,15.1,6,52,2015
5,University of Warwick,UK,41.1,85.7,45.8,68.2,67.9,18529,16.6,37,27,2015
5,University of Zurich,Switzerland,40.2,86.9,33.1,81.4,67.7,26583,6.5,19,45,2015
5,Queen Mary University of London,UK,32.4,88.6,32.9,88.9,67.5,14260,14,40,40,2015
5,University of Geneva,Switzerland,34.5,96.8,37.2,78.2,67.3,15668,15,39,49,2015
5,"University of California, Santa Cruz",USA,30.6,54.6,31.9,100,67.1,17404,22.7,1,41,2015
5,University of New South Wales,Australia,41.1,83.5,51.9,61.1,66.9,38309,25.9,33,26,2015
5,University of St Andrews,UK,35.7,90.5,35.9,81.4,66.7,8338,12.7,47,44,2015
5,University of Sussex,UK,31.9,83.6,30.4,92.8,66.5,12001,17.4,35,42,2015
5,University of Montreal,Canada,43.8,76.7,44.4,62.9,66.3,38264,20.3,25,45,2015
5,University of Tübingen,Germany,41.5,53,44.7,74,66.1,28327,38.9,12,46,2015
5,University of York,UK,32.2,75,33.8,90.5,65.9,28654,10.3,21,34,2015
5,Case Western Reserve University,USA,46.5,34.4,37.4,82.9,65.7,9259,6.4,17,27,2015
5,University of Groningen,Netherlands,36.9,56.1,50.8,68.1,65.5,24556,25.6,12,40,2015
5,"Royal Holloway, University of London",UK,29.1,94.4,22.4,98.9,65.3,8747,15.9,37,45,2015
5,Lund University,Sweden,32.6,70.1,48.5,74.9,65.1,28251,11.5,15,34,2015
5,Paris-Sud University,France,37.3,62.7,33.1,87.7,64.9,27603,15,17,34,2015
5,Technical University of Denmark,Denmark,39.9,79.7,28.2,79.6,64.7,9990,5,18,27,2015
5,University of Rochester,USA,41.9,55.5,29.2,87.7,64.5,9390,4.5,26,35,2015
5,University of Sheffield,UK,40,74.8,39.1,74.3,64.3,23311,15.5,31,38,2015
5,University of Alberta,Canada,43.8,73.4,47.1,61.8,64.1,36299,21.6,23,43,2015
5,University of Cape Town,SouthAfrica,26.8,76.7,35.3,86.6,63.9,20040,12.1,18,41,2015
6,Boston College,USA,32.4,54.6,29.1,95.9,63.7,13216,17.4,19,42,2015
6,KTH Royal Institute of Technology,Sweden,45.7,84,44.8,55.1,63.5,12062,14.6,21,30,2015
6,University of Florida,USA,49.8,32.2,52.1,62.2,63.3,50095,18.7,9,42,2015
6,Chinese University of Hong Kong,HongKong,43.9,64,53.5,57.8,63.1,17916,10.2,22,41,2015
6,University of Virginia,USA,48.7,31.8,35.9,76.9,62.9,23845,10.2,12,40,2015
6,Lancaster University,UK,35.4,84.7,36.1,78,62.7,11512,14.9,33,40,2015
6,University of Bern,Switzerland,42,80.7,36.9,70.1,62.5,14708,22.5,14,42,2015
6,"University of Maryland, College Park",USA,36.5,44.8,39.1,83.6,62.3,31331,8.4,9,27,2015
6,University of Southampton,UK,35.2,82.4,34.1,79.7,62.1,20925,13.5,29,41,2015
6,TU Dresden,Germany,39.8,44.7,42,70.8,61.9,35487,37.4,12,22,2015
6,University of Lausanne,Switzerland,29.4,85.1,39.9,76.5,61.7,11964,13.1,22,34,2015
6,VU University Amsterdam,Netherlands,35.5,50.6,43.2,74.9,61.5,23280,16.3,6,44,2015
6,Trinity College Dublin,Ireland,39.4,83.9,30.3,77.6,61.3,15521,18,25,45,2015
6,Chang University,Taiwan,28.5,54.1,27.6,96.8,61.1,11506,25,7,38,2015
6,Radboud University Nijmegen,Netherlands,30.5,61.6,46.7,73.9,60.9,17713,13,10,46,2015
6,Colorado School of Mines,USA,26.1,52.6,26.7,97.1,60.7,5287,18.2,12,26,2015
6,Texas A&M University,USA,46.2,49.1,51.9,55.1,60.5,50657,21.4,9,26,2015
6,Tokyo Institute of Technology,Japan,53.5,37,52.9,48.1,60.3,9586,7.3,13,22,2015
6,Eindhoven University of Technology,Netherlands,38.3,69,47.1,57.3,60.1,8176,16,14,22,2015
6,"Rutgers, the State University of New Jersey",USA,40.5,34.3,45.3,71,59.9,37032,17.3,8,39,2015
6,University of Leeds,UK,39.4,67.6,39.1,69.3,59.7,27703,14.7,21,46,2015
6,Brandeis University,USA,25.8,54.7,29.1,95.3,59.5,5495,12.6,22,43,2015
6,Sungkyunkwan University (SKKU),SouthKorea,48.1,35.8,50.2,51.7,59.3,24365,20.3,9,39,2015
6,University of Birmingham,UK,42.8,75.8,39.8,62.7,59.1,25295,16.4,23,42,2015
6,Indiana University,USA,46.5,37.1,35.1,73.1,58.9,62468,13.6,13,41,2015
7,"University of California, Riverside",USA,29.4,61.6,27.5,91.5,58.7,20626,22,12,39,2015
7,Dartmouth College,USA,38.3,33.1,35.4,80.4,58.5,6178,6.6,16,26,2015
7,Aarhus University,Denmark,30.9,66.3,47.5,66.5,58.3,23895,13.6,14,42,2015
7,University of Exeter,UK,32,79.8,32.7,78,58.1,17755,18.8,28,42,2015
7,National Taiwan University,Taiwan,48.8,27.5,57.3,47.7,57.9,31891,11.9,7,39,2015
7,RWTH Aachen University,Germany,39,56.8,29.9,75,57.7,37917,27.6,16,31,2015
7,Osaka University,Japan,51.3,29.1,48,51.1,57.5,23144,7.8,9,31,2015
7,University of Liverpool,UK,31.3,79.5,33.2,76.2,57.3,18815,13.6,30,40,2015
7,University of Western Australia,Australia,36.3,87.3,38.1,62.2,57.1,20851,20.7,27,38,2015
7,University of Copenhagen,Denmark,34,71.8,34.4,73.5,56.9,27545,4.1,19,53,2015
7,École Normale Supérieure de Lyon,France,38.1,64.4,33.8,73,56.7,2218,8,14,35,2015
7,University of Utah,USA,38.8,27.5,36.5,75,56.5,25674,16.9,9,24,2015
7,University of Freiburg,Germany,38,56.7,28.1,74,56.3,26467,31.2,16,40,2015
7,University of Adelaide,Australia,33.8,79.3,40.4,61.1,56.1,20771,30.1,26,27,2015
7,Taiwan Technical University,Taiwan,30.2,37.3,36.9,79.7,55.9,34550,16,5,34,2015
7,Karlsruhe Institute of Technology,Germany,40.5,60.1,34.9,62.9,55.7,25294,24.6,16,26,2015
7,Pompeu Fabra University,Spain,25.1,63.2,28.3,88.3,55.5,10901,18.3,13,47,2015
7,Tohoku University,Japan,49.7,29.7,47.3,49.6,55.3,17200,5,7,25,2015
7,University of Miami,USA,42.7,56.7,27.2,73.1,55.1,15286,5.7,14,38,2015
7,University of Antwerp,Belgium,34.6,61,33.6,67.7,54.9,12346,30.3,16,44,2015
7,University of Nottingham,UK,39.9,70.6,35.8,62.7,54.7,30144,15,27,42,2015
7,Université Catholique de Louvain,Belgium,37.9,59.7,34.9,67.7,54.5,28856,42,19,42,2015
7,Georgetown University,USA,51.1,43.3,28.2,62.2,54.3,15408,8.5,14,41,2015
7,University of Victoria,Canada,21.6,70.1,30.6,86.7,54.1,17581,21.5,11,44,2015
7,University of Auckland,NewZealand,28.6,87.3,33.4,68.4,53.9,29787,18.9,28,42,2015
8,University of Iowa,USA,41.9,31.7,33.5,71,53.7,27526,11.6,11,40,2015
8,Syracuse University,USA,32.4,41.2,24.4,87.1,53.5,19660,15.9,15,43,2015
8,Joseph Fourier University,France,38,57.3,29.3,73,53.3,16130,12.1,13,34,2015
8,University of Aberdeen,UK,28,84.1,30.2,74.3,53.1,12938,15.8,33,42,2015
8,Paris Diderot University – Paris 7,France,25.6,67.4,19.7,92.2,52.9,27756,14.8,17,51,2015
8,University of Delaware,USA,29,40.6,36.3,73.1,52.7,19262,15.9,10,44,2015
8,Arizona State University,USA,35.7,29.5,37.5,73.1,52.5,83236,29.9,9,38,2015
8,University of Taiwan,Taiwan,26,44.6,27.1,88.5,52.3,2739,15.9,6,39,2015
8,University of Vienna,Austria,35.2,91,39.7,56.3,52.1,34651,20.5,25,53,2015
8,Northeastern University,USA,36.4,54.7,21.9,81.3,51.9,18539,15.1,26,38,2015
8,University of Oslo,Norway,36.1,60.3,35.2,66.3,51.9,27139,18.8,18,34,2015
8,Yeshiva University,USA,45.2,27.6,23.9,77.8,51.8,6753,5.5,7,41,2015
8,Stony Brook University,USA,32.8,60.5,24.4,80.4,51.7,21908,10.9,24,38,2015
8,Tel Aviv University,Israel,43.5,46.1,51.1,45.5,51.6,23977,24.4,4,34,2015
8,University of Ottawa,Canada,37.9,63.2,34.7,62.9,51.5,36733,26.3,15,48,2015
8,University at Buffalo,USA,40.1,57,39.8,57.5,51.4,25668,19,19,26,2015
8,City University of Hong Kong,HongKong,31,71.3,32.9,68.6,51.3,10015,7.1,28,39,2015
8,Fudan University,China,45.6,37.4,34,61,51.2,32175,12.2,11,38,2015
8,Iowa State University,USA,36.4,40.6,30.9,72,51.1,29991,17.4,11,23,2015
8,University of Bonn,Germany,32.2,54.8,22.2,83.8,51,32474,70.4,13,43,2015
8,Canada State University,Canada,55.9,60.4,42.1,33.8,50.9,30822,7.7,20,23,2015
8,"St George’s, University of London",UK,23.1,55.8,27.3,86.4,50.8,2958,13.4,17,49,2015
8,University of East Anglia,UK,25.2,76.5,22.6,83.7,50.7,14992,14.7,28,46,2015
8,University of Leicester,UK,29.8,83.9,31.6,67.1,50.6,14541,13.4,35,42,2015
8,Florida Institute of Technology,USA,19.7,63,13.1,99.2,50.5,4408,13.7,26,34,2015
1,California Institute of Technology,USA,95.6,64,97.6,99.8,88.4,2243,6.9,27,33,2016
1,University of Oxford,UK,86.5,94.4,98.9,98.8,88.3,19919,11.6,34,40,2016
1,Stanford University,USA,92.5,76.3,96.2,99.9,88.2,15596,7.8,22,36,2016
1,University of Cambridge,UK,88.2,91.5,96.7,97,88.1,18812,11.8,34,40,2016
1,Massachusetts Institute of Technology,USA,89.4,84,88.6,99.7,88,11074,9,33,37,2016
1,Harvard University,USA,83.6,77.2,99,99.8,87.9,20152,8.9,25,34,2016
1,Princeton University,USA,85.1,78.5,91.9,99.3,87.8,7929,8.4,27,39,2016
1,Imperial College London,UK,83.3,96,88.5,96.7,87.7,15060,11.7,51,37,2016
1,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,77,97.9,95,91.1,87.6,18178,14.7,37,31,2016
1,University of Chicago,USA,85.7,65,88.9,99.2,87.5,14221,6.9,21,36,2016
1,Johns Hopkins University,USA,77.6,70,90.4,98.2,87.4,15128,3.6,23,44,2016
1,Yale University,USA,86.5,64.3,87.8,97.2,87.3,11751,4.4,20,44,2016
1,"University of California, Berkeley",USA,80.4,61.9,91.1,99.7,87.2,36186,16.4,15,44,2016
1,University College London,UK,78.1,94.4,91,94.2,87.1,26607,10.7,46,50,2016
1,Columbia University,USA,85.9,73.5,82.2,98.1,87,25055,5.9,28,34,2016
1,"University of California, Los Angeles",USA,80.8,56.4,88.6,98.5,86.9,38206,10.3,15,46,2016
1,University of Pennsylvania,USA,82,49.5,86.9,98.6,86.8,20376,6.5,20,45,2016
1,Cornell University,USA,77.9,63.9,86.1,97.2,86.7,21424,10.2,19,42,2016
1,University of Toronto,Canada,75.9,77.8,89.3,90.9,86.6,66198,19.5,15,34,2016
1,Duke University,USA,76,56.5,78,99,86.5,15172,4.8,17,43,2016
1,University of Michigan,USA,76.8,53.7,85.2,94.4,86.4,41786,9,16,42,2016
1,Carnegie Mellon University,USA,67.4,57.1,88.8,99.1,86.3,11885,13.1,35,39,2016
1,London School of Economics and Political Science,UK,69.8,93.6,80.6,94.3,86.2,30476,22.7,12,34,2016
1,University of Edinburgh,UK,68.6,89.8,77.2,96.3,86.1,25774,14.1,36,52,2016
1,Northwestern University,USA,69.8,53.9,78.4,96.5,86,18334,13.8,15,42,2016
2,National University of Singapore,Singapore,71.7,96.2,84.5,79.4,85.9,31592,15.5,34,43,2016
2,King’s College London,UK,64.5,93.8,75.8,93.8,85.8,21394,11.4,37,55,2016
2,Karolinska Institute,Sweden,60.6,73.1,81.1,92.2,85.7,7774,11.5,22,60,2016
2,LMU Munich,Germany,70.5,62.8,77.4,85.7,85.6,35691,15.5,13,56,2016
2,New York University,USA,74.7,49.3,72.3,95.3,85.5,42056,6.8,19,49,2016
2,École Polytechnique Fédérale de Lausanne,Switzerland,61.3,98.6,67.5,94.6,85.4,9666,10.5,54,27,2016
2,University of Washington,USA,67.1,51.2,70,98.6,85.3,44020,11.8,13,47,2016
2,University of Melbourne,Australia,62,87.1,75.5,86.6,85.2,40128,23.7,35,49,2016
2,University of British Columbia,Canada,60.2,90.5,73.2,91.5,85.1,50152,17.6,25,48,2016
2,KU Leuven,Belgium,59.9,68.6,76.9,87.3,85,42503,41.9,18,48,2016
2,University of Illinois at Urbana-Champaign,USA,64.5,45.8,81.2,86.8,84.9,42727,18.7,20,41,2016
2,Heidelberg University,Germany,68.8,62.8,69.6,88.2,84.8,28881,24.5,17,49,2016
2,McGill University,Canada,66.1,85.5,72.1,78.9,84.7,31326,13.7,23,50,2016
2,"University of California, San Diego",USA,56.9,42.9,69.8,98.7,84.6,27233,6.5,11,42,2016
2,"University of California, Santa Barbara",USA,52.6,61.5,66,99.2,84.5,22020,27.3,11,46,2016
2,Georgia Institute of Technology,USA,57.8,71.5,72.7,86,84.4,19967,20.1,26,31,2016
2,Peking University,China,77.8,49.2,72.4,69.1,84.3,40148,8.3,14,34,2016
2,University of Tokyo,Japan,81.4,30.3,83,60.9,84.2,26199,5.7,10,34,2016
2,"University of California, Davis",USA,60.1,58.4,72.7,84.3,84.1,35364,13.9,13,48,2016
2,University of Hong Kong,HongKong,64.6,99.5,72.8,70.1,84,19835,17.6,38,47,2016
2,University of Texas at Austin,USA,59.3,31.7,69.7,92.2,83.9,49427,17.4,9,45,2016
2,Tsinghua University,China,73.3,39.5,83,58.8,83.8,39763,13.7,10,32,2016
2,Wageningen University and Research Center,Netherlands,52.6,70.3,66.9,87.8,83.7,9248,17,21,50,2016
2,Humboldt University of Berlin,Germany,63.7,62.6,77,73.6,83.6,29987,52.5,16,34,2016
2,University of Wisconsin-Madison,USA,65.1,33,68.2,86.6,83.5,39655,10.8,11,45,2016
3,Brown University,USA,62.8,57.8,55.7,96.4,83.4,8653,10.1,19,34,2016
3,Australian National University,Australia,54.7,93.3,77.3,72.3,83.3,14604,19.2,35,46,2016
3,Technical University of Munich,Germany,61,63.8,66,80.1,83.2,35565,31.5,20,33,2016
3,École Normale Supérieure,France,70.6,85.5,47.7,87.1,83.1,2400,7.9,20,40,2016
3,Nanyang Technological University,Singapore,48.4,94.6,61.3,85.6,83,25028,16.2,33,42,2016
3,University of Manchester,UK,58.4,87,66,77.3,82.9,34938,15.3,34,46,2016
3,University of Sydney,Australia,54.3,84.4,68.1,77.5,82.8,41868,20.2,28,51,2016
3,University of Amsterdam,Netherlands,52.2,66.5,64.7,87.4,82.7,24570,14.4,11,47,2016
3,Hong Kong University of Science and Technology,HongKong,49.4,80.5,66.1,82.6,82.6,11385,23.8,36,34,2016
3,The University of Queensland,Australia,49.2,89.3,62.8,82.4,82.5,34718,32.7,27,47,2016
3,Washington University in St Louis,USA,54.3,44.9,55.6,99.2,82.4,12528,5.7,17,34,2016
3,Utrecht University,Netherlands,48.1,55.8,64.3,88.1,82.3,30779,15.4,7,53,2016
3,University of North Carolina at Chapel Hill,USA,58,39,54.5,95.9,82.2,26518,7.3,8,52,2016
3,Boston University,USA,57.8,51,49.5,97.7,82.1,24789,8.6,17,52,2016
3,Delft University of Technology,Netherlands,55,84,73.8,61.5,82,15920,19.4,25,26,2016
3,University of Minnesota,USA,53.5,35.3,61,88,81.9,46825,18,13,46,2016
3,Leiden University,Netherlands,50.5,64.3,63.1,85.2,81.8,21222,17.1,10,53,2016
3,University of Southern California,USA,49.3,56.3,58.9,93,81.7,36534,12.9,20,46,2016
3,University of Bristol,UK,47.6,82.4,51.6,91.2,81.6,17906,14,25,47,2016
3,Durham University,UK,47.9,86.4,51.9,87.7,81.5,15489,15.7,24,48,2016
3,Erasmus University Rotterdam,Netherlands,37.2,76.1,55.2,95.6,81.4,20580,18.9,18,42,2016
3,Free University of Berlin,Germany,57.9,69.2,72.2,60.2,81.3,33062,39.3,20,52,2016
3,Monash University,Australia,48.1,87.6,58.5,73.3,81.2,50882,40.5,36,50,2016
3,University of Groningen,Netherlands,43.3,63.9,56.9,84,81.1,24556,25.6,12,46,2016
3,Pennsylvania State University,USA,50.4,40.8,61.9,80.5,81,44501,12.4,12,40,2016
4,University of Glasgow,UK,41.6,85.8,48.3,92.3,80.9,22616,16,29,51,2016
4,University of Helsinki,Finland,48.4,51.8,60.4,82.1,80.8,23505,15.1,6,59,2016
4,University of Tübingen,Germany,47,58.2,59.8,79.3,80.7,28327,38.9,12,52,2016
4,University of Pittsburgh,USA,50.6,33.9,50.3,92.3,80.6,26485,5.8,10,45,2016
4,University of Warwick,UK,47.4,90.3,53.1,78.2,80.5,18529,16.6,37,42,2016
4,Uppsala University,Sweden,44.1,59.6,61,80.9,80.4,25266,18.2,12,51,2016
4,University of Copenhagen,Denmark,49.8,83.3,42.7,86.2,80.3,27545,4.1,19,59,2016
4,University of New South Wales,Australia,40.7,89.5,53.9,82.1,80.2,38309,25.9,33,41,2016
4,University of Freiburg,Germany,47.4,60.3,51.1,80.5,80.1,26467,31.2,16,46,2016
4,Seoul National University,SouthKorea,66.5,30.9,70.5,50,80,26389,13.9,10,34,2016
4,University of St Andrews,UK,49.7,92.3,47.3,78.8,79.9,8338,12.7,47,50,2016
4,Vanderbilt University,USA,47.8,29.1,44.2,95.7,79.8,12161,3.6,10,46,2016
4,Kyoto University,Japan,70.6,26.1,69.3,46.6,79.7,22809,5.6,7,34,2016
4,Maastricht University,Netherlands,37.5,95.5,47.7,82.7,79.6,15626,18.9,48,50,2016
4,Emory University,USA,48.3,51,37.1,96.7,79.5,12338,4.5,18,50,2016
4,Lund University,Sweden,39.7,74.1,53.6,81.3,79.4,28251,11.5,15,34,2016
4,Ohio State University,USA,51.6,53,46.6,83.2,79.3,51462,13.4,12,43,2016
4,University of Exeter,UK,39.4,87.3,40,94.3,79.2,17755,18.8,28,48,2016
4,University of Bonn,Germany,45.1,63.6,47.5,85.3,79.1,32474,70.4,13,49,2016
4,Georgetown University,USA,54.4,52.7,39.3,82.5,79,15408,8.5,14,47,2016
4,McMaster University,Canada,39.8,76.1,44.8,84.9,78.9,23823,19.3,15,47,2016
4,University of Sheffield,UK,42.4,81.9,48.8,80.1,78.8,23311,15.5,31,44,2016
4,Queen Mary University of London,UK,34.1,93.5,41.3,93.3,78.7,14260,14,40,46,2016
4,University of Göttingen,Germany,49.3,56.4,54.5,72.7,78.6,25581,25.6,12,45,2016
4,Michigan State University,USA,47.3,56.4,52.6,76.8,78.5,44750,15.7,15,45,2016
5,University of Basel,Switzerland,39.5,94.7,33.1,88.3,78.4,12551,17.3,24,48,2016
5,École Polytechnique,France,53.5,92.8,44.6,64.7,78.3,2429,4.8,30,33,2016
5,Rice University,USA,37.9,66.6,35.1,99.7,78.2,6333,9,26,38,2016
5,Dartmouth College,USA,50.7,38.3,35.8,93.3,78.1,6178,6.6,16,41,2016
5,University of Zurich,Switzerland,49.5,90.4,31.5,85.4,78,26583,6.5,19,51,2016
5,Aarhus University,Denmark,36.9,76.8,50.7,79.8,77.9,23895,13.6,14,48,2016
5,"University of California, Irvine",USA,39.9,59.2,41.8,91.6,77.8,26614,16.1,16,46,2016
5,University of Mannheim,Germany,34.5,64.6,47.7,86.9,77.7,11761,85.8,15,49,2016
5,University of Notre Dame,USA,47.6,47.6,48.1,81.7,77.6,11829,13.8,10,38,2016
5,University of Western Australia,Australia,33.4,92.6,46.1,83.6,77.5,20851,20.7,27,44,2016
5,RWTH Aachen University,Germany,49.4,54.1,56.3,63.2,77.4,37917,27.6,16,31,2016
5,University of Southampton,UK,39.8,88.4,43.6,82,77.3,20925,13.5,29,47,2016
5,Japan University,Japan,54.2,46.3,53.1,67.2,77.2,462,16.5,5,28,2016
5,University of Montreal,Canada,46.3,84.2,45.5,69.6,77.1,38264,20.3,25,51,2016
5,Pierre and Marie Curie University,France,52.8,74.1,32.7,82.9,77,27862,8.7,18,42,2016
5,Purdue University,USA,50.2,66.4,57.7,63.2,76.9,39256,18.1,22,36,2016
5,Pohang University of Science and Technology,SouthKorea,49.1,33.7,47.1,76.7,76.8,3055,10.1,4,35,2016
5,"University of Maryland, College Park",USA,45,43.5,42.1,88.2,76.7,31331,8.4,9,42,2016
5,Ghent University,Belgium,42.1,54.2,54.5,71.2,76.6,32166,34.1,9,51,2016
5,University of Birmingham,UK,39.4,82,41.8,82.7,76.5,25295,16.4,23,48,2016
5,University of Bern,Switzerland,40,83.7,42.5,76.6,76.4,14708,22.5,14,48,2016
5,University of Cape Town,SouthAfrica,34.9,80.2,38.7,85.6,76.3,20040,12.1,18,47,2016
5,University of Florida,USA,51.8,33.3,56.8,67.7,76.2,50095,18.7,9,48,2016
5,University of Erlangen-Nuremberg,Germany,51.7,47,39.7,75.2,76.1,36146,53.9,9,43,2016
5,"Rutgers, the State University of New Jersey",USA,43.9,34.7,55.7,75.4,76,37032,17.3,8,45,2016
6,University of Münster,Germany,40.3,46.3,44.1,85.6,75.9,39838,46.1,8,47,2016
6,Radboud University Nijmegen,Netherlands,34.3,60.9,48.5,84.9,75.8,17713,13,10,52,2016
6,University of Colorado Boulder,USA,39.7,36.6,37.6,96.4,75.7,29325,16.1,8,39,2016
